slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
15227,26-06-20 15:02,3.51E+15,personal_care,157050,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30-08-67,cb3d04951971aec2fb9bcf94de26ede3,33.819219,-105.818093,0
15228,26-06-20 15:02,3.71E+14,food_dining,337500,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14-09-03,cf3ae9204e12680c1657366faa73a229,31.7974,-84.445604,1
15229,26-06-20 15:02,2.30E+15,personal_care,1223010,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13-01-60,2d51ec14adcc9256055812f078d72e13,40.685104,-88.703252,0
15230,26-06-20 15:02,3.02E+13,misc_pos,679500,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-78,d267f598fccd58907e6b4c96a4ef88f8,44.590228,-88.482848,1
15231,26-06-20 15:03,2.26E+15,shopping_net,474048,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17-10-95,20c8374c1b08fceff924c983480812da,29.03285,-98.183509,0
15232,26-06-20 15:04,3.57E+15,personal_care,284400,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30-10-69,bba78ecffb215d16ba81883092d0c5fa,46.428553,-98.977351,1
15233,26-06-20 15:04,3.58E+15,home,225000,Thomas,Payne,M,9455 Kathleen Brook Apt. 651,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",6/11/1965,8ffe2852365684dcf23b9803eca0d267,66.669356,-155.380735,0
15234,26-06-20 15:04,4.54E+12,travel,327024,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",28-05-67,9a10387b5eedfcfa377eec1e8f7a2d78,40.285832,-74.998406,1
15235,26-06-20 15:04,4.45E+15,health_fitness,327024,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",17-08-86,3cd03cee682a059663509d4498b6e5ce,38.279592,-75.731577,0
15236,26-06-20 15:05,3.52E+15,personal_care,521280,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,25-04-90,ebf9f57cd5caefd118a8d7ad99bef8c1,42.08827,-88.825915,0
15237,26-06-20 15:06,3.51E+15,entertainment,534672,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30-08-67,22df736881f20be24ef01bcfe5e3b8ba,32.569187,-106.079127,0
15238,26-06-20 15:07,2.13E+14,shopping_pos,397017,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,13-09-72,c35cc1dcea5315629970a0d82a9e15a8,42.168245,-80.064273,0
15239,26-06-20 15:07,3.04E+13,kids_pets,900000,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22-06-81,01ca9fb7dc273af21c1e9f43de3ccd14,42.036578,-76.460955,0
15240,26-06-20 15:07,3.57E+15,health_fitness,585000,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17-01-90,830728378407f36f73c1684c2e4d4223,40.122714,-110.044808,0
15241,26-06-20 15:07,1.80E+14,health_fitness,331834.5,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,6/1/2042,fbdc0fcbd3ac95ce5bcd02daef65f085,42.794891,-87.669657,1
15242,26-06-20 15:07,3.05E+13,personal_care,765000,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,26-01-79,340e3a88ff37855560c996c146e61b26,37.532228,-89.616152,0
15243,26-06-20 15:07,4.45E+15,travel,781920,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",17-08-86,cebc001b97057c9ea7ae3e19a52e1b3d,38.294239,-76.395873,0
15244,26-06-20 15:08,2.25E+15,personal_care,855882,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,5/8/1960,10f596b918ed7af7d5416b764fad2592,40.573405,-80.382685,0
15245,26-06-20 15:08,3.53E+15,entertainment,254700,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",13-09-40,43e34550b4b5ff7ba4a10b1d37592256,40.55327,-98.008676,1
15246,26-06-20 15:08,3.52E+15,personal_care,675000,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,27-08-78,2bb22244be8439caf4b856f5761813ec,39.35741,-105.309665,0
15247,26-06-20 15:09,3.73E+14,health_fitness,1379376,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18-06-85,281c4421c9ed34921b5e11872c2b009e,43.639515,-82.52663,0
15248,26-06-20 15:09,3.52E+15,food_dining,195543,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,c4556cb2e6c14c133fd181b344edaa55,38.834502,-85.082099,0
15249,26-06-20 15:12,3.02E+13,shopping_net,1800000,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-78,18002064928e5d70491dcb974e11033b,44.557182,-88.80621,1
15250,26-06-20 15:12,3.59E+15,personal_care,873000,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29-06-35,4deee417b4866947136086e8cf0ba990,44.884595,-93.097686,0
15251,26-06-20 15:12,6.01E+15,personal_care,135000,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,22-06-56,b7280c953701cf66af7579db58d9d1c1,36.112527,-87.825902,0
15252,26-06-20 15:13,5.00E+15,shopping_pos,755190,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,6/8/1971,978037003016392efb411c884f93869e,45.841501,-93.887667,1
15253,26-06-20 15:15,6.76E+11,personal_care,301464,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25-04-61,2cff9eb6beec665c2f78ff6f47951bbd,33.373511,-118.39446,0
15254,26-06-20 15:16,2.13E+14,shopping_pos,675000,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,24-12-84,6a9c22c75033a985a808dafe6d26b13c,31.918102,-89.182823,1
15255,26-06-20 15:17,4.36E+18,entertainment,679500,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,4/8/1969,dd9029d823c884c5df0bac217cd9da47,39.939254,-91.240277,0
15256,26-06-20 15:18,6.01E+15,kids_pets,288562.5,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",6/7/1952,aceae56fa4d222048eadabc35f56b60c,36.538614,-98.868073,1
15257,26-06-20 15:18,3.46E+14,health_fitness,668304,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,22-10-91,070af74f5e26569964819d1ba6ea71bf,37.252811,-80.30462,0
15258,26-06-20 15:19,6.01E+15,misc_pos,787131,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,2/9/1985,f95cba716e62ec6db37ad6f2c25855e8,36.749122,-78.131286,1
15259,26-06-20 15:19,4.98E+12,travel,814041,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,3/4/2046,354475e7319e59eabcaf106bd530e8b0,39.909516,-81.838765,0
15260,26-06-20 15:19,3.57E+15,shopping_net,896602.5,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,24-11-94,3d09bd613d02993660c64566db3390a4,41.202068,-85.470429,0
15261,26-06-20 15:19,6.76E+11,personal_care,797557.5,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13-03-94,9a92012d84ba9567044d6e84d22f7181,40.954722,-73.770108,1
15262,26-06-20 15:19,4.38E+15,personal_care,678456,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-82,3bc889a3fc6d488758c82ebcbd02b89b,36.991151,-83.047055,0
15263,26-06-20 15:20,3.54E+15,kids_pets,729792,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19-06-92,f3a9c551ba87e978474bcc2d1675a066,34.90754,-103.201666,0
15264,26-06-20 15:20,4.16E+12,misc_net,298512,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,27-12-79,10a4d326d2fab64def37f59ba7f7f58f,45.352599,-93.354973,1
15265,26-06-20 15:22,3.57E+15,travel,213948,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25-04-71,18d28c92b5504830f4860205bd5106ab,34.950926,-118.689167,0
15266,26-06-20 15:24,3.52E+15,health_fitness,540000,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,27-08-78,5e9cf973c51d0ab1be0c62798c7caf95,40.494255,-104.67812,0
15267,26-06-20 15:25,4.18E+18,food_dining,312768,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",6/9/1988,7dad9e3d26cd3c64a72629ed1042c464,37.421423,-106.006094,0
15268,26-06-20 15:25,6.60E+15,home,1575000,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-64,971583db081185859ae6ec97c357e02a,32.978413,-98.557455,1
15269,26-06-20 15:25,2.13E+14,health_fitness,497520,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24-07-69,0ffdfe3a0d86c5d9fbba311a49644c16,41.673039,-92.196673,0
15270,26-06-20 15:26,2.72E+15,shopping_pos,284400,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-97,2eed5374ea8ab407e21e9f6f223de855,43.421771,-70.477731,0
15271,26-06-20 15:26,3.41E+14,kids_pets,188478,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-80,e4704ae65d321aaef2365ae317d037c1,42.083672,-83.235473,1
15272,26-06-20 15:27,4.68E+12,shopping_pos,730017,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",6/3/1978,0d8478ff77f8855d76f7d40a382bfea7,36.532186,-86.746838,0
15273,26-06-20 15:28,3.53E+15,shopping_net,337500,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13-07-75,2ac7149340b28808c49d5bfd34804eb2,43.345765,-73.86688,0
15274,26-06-20 15:28,2.13E+14,home,808650,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),3/6/1984,b256e4a4ae687902da6888d0bee11dba,33.55072,-81.409744,0
15275,26-06-20 15:28,6.76E+11,travel,2013840,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,21-08-85,c2510690d51a9fd2a3bb1209830e7b9f,38.07504,-122.517603,1
15276,26-06-20 15:28,2.31E+15,home,2173108.5,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14-02-61,cedaccf01d3bf99ea8f0b716f2569416,41.672394,-92.987448,0
15277,26-06-20 15:29,4.96E+18,home,247275,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,21-12-80,34a3cbbf7683984bdd7c476a47f5f442,40.001721,-74.06774,0
15278,26-06-20 15:29,4.56E+12,home,225000,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",4/8/1988,8e91a666f7cd2fe1b609bd3b84c9942a,35.45322,-106.746639,1
15279,26-06-20 15:29,3.78E+14,travel,405000,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,7/1/1982,86af891173950b11542c050188ef7866,39.200447,-77.487484,0
15280,26-06-20 15:29,3.73E+14,shopping_pos,225000,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18-06-85,8c8c7acb7b9c0b12b2db7a27fbc673c3,42.373268,-83.793509,0
15281,26-06-20 15:30,5.68E+11,kids_pets,1125000,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16-12-84,64b1fe4510e534afde2f36600c7c61c7,29.254868,-94.554412,1
15282,26-06-20 15:30,3.02E+13,kids_pets,1395000,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,18-05-74,85921bdf4ddd2e1d098e809775668ee3,39.993171,-77.315421,0
15283,26-06-20 15:31,4.66E+15,food_dining,450000,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,4/11/2045,511ad88c3216bdb4d20fc3f758a1f387,39.198129,-79.156389,0
15284,26-06-20 15:31,2.72E+15,health_fitness,202500,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,28-03-74,db65848c18e1c0cfc4ede648ed742ce3,35.683083,-87.308512,1
15285,26-06-20 15:32,3.71E+14,personal_care,318528,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,6/3/1984,e14c2d748c93f42f6b002cae20f29040,36.820734,-80.341857,0
15286,26-06-20 15:32,3.57E+15,kids_pets,1223010,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,30-10-69,eb85e398c3983aab8a8695fd6b0747eb,45.549896,-98.663725,1
15287,26-06-20 15:32,4.77E+15,home,426645,Jennifer,Conner,F,4655 David Island,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,19-06-61,b15033a79ad3a701061b03169cf6bd9e,40.817325,-74.272148,0
15288,26-06-20 15:33,4.45E+15,misc_pos,317979,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,11/9/1999,101466bb05de65c7d8f63320bb7b32bd,34.648362,-93.16223,0
15289,26-06-20 15:33,6.50E+15,health_fitness,942300,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,3/4/1985,d61de3bb5cddd31f18d9493b6f90f1bb,39.621295,-106.094029,0
15290,26-06-20 15:33,3.58E+15,food_dining,299772,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27-09-70,adfe07c20f872079665392c418d48435,34.853169,-99.129837,1
15291,26-06-20 15:34,4.81E+18,personal_care,675000,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,28-07-88,98f2027ed693e399659898cc52b22f1b,40.123548,-84.457538,0
15292,26-06-20 15:36,3.60E+15,home,715095,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",21-10-70,0bcd094d43dea0b90adcc09a93bc1c0c,41.305479,-73.559078,0
15293,26-06-20 15:37,2.30E+15,personal_care,1467612,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13-01-60,a292b0450a7118ec407911fd9c389ed0,39.721364,-88.397396,1
15294,26-06-20 15:38,6.54E+15,shopping_pos,490495.5,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",23-03-77,31edd88323c066dc420f2bc9c34e7868,35.656285,-90.412432,0
15295,26-06-20 15:39,4.61E+15,personal_care,247275,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,21-03-85,ab5b74342b7d273c6ad810c40a9632b5,35.312588,-97.11906,0
15296,26-06-20 15:39,4.84E+15,home,1622691,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,f3b69aa6344a40fc57389c2593624e6c,45.295163,-86.675678,1
15297,26-06-20 15:39,3.50E+15,personal_care,746280,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",2/1/1979,ecf51d47c2fe68cedbf1c692549c65e2,26.876395,-81.37676,0
15298,26-06-20 15:40,2.13E+14,health_fitness,273024,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,14-01-69,0a274cefaea4b2c53c3753b4bb8f0288,38.8403,-76.407325,0
15299,26-06-20 15:40,3.74E+14,health_fitness,225000,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12/11/1970,b15a680b79d47de5b948167e44f3432b,31.342149,-97.811242,1
15300,26-06-20 15:40,3.71E+14,entertainment,105534,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,24-05-76,f07704d7b0aa3fa8df2c8fd6f29773ca,34.554598,-100.5057,0
15301,26-06-20 15:41,3.74E+14,food_dining,755190,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,3/4/2042,6ce996892ca09e5ce7e1d68541e20b5d,45.93946,-120.203244,0
15302,26-06-20 15:41,2.13E+14,food_dining,405000,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/9/1993,e72a19f8bf0f7863c84c242e0998fff9,43.755049,-107.393674,1
15303,26-06-20 15:42,4.56E+15,home,180000,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1/11/1988,e79f93312ac017758d282902189e027d,34.409242,-81.362671,0
15304,26-06-20 15:43,4.60E+18,travel,247500,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30-12-64,aea403f5694d3dcaadb5beb1d7b67206,37.371056,-89.491397,0
15305,26-06-20 15:43,3.53E+15,shopping_pos,615109.5,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13-07-75,739f3beea66b6cf6acb834a68e3bc6d4,43.761003,-74.031859,0
15306,26-06-20 15:43,4.01E+15,food_dining,270000,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31-05-94,9b88a2cd46a990e40c7d2cf58e783883,30.869157,-91.033491,0
15307,26-06-20 15:43,4.30E+15,shopping_net,135000,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25-05-95,dfcdef4f83d2f9e3791e9b2aa511a05a,42.805149,-85.87777,1
15308,26-06-20 15:45,3.45E+14,food_dining,765261,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30-01-86,d7c355429933aadae640ba5b32762527,27.717729,-81.462961,0
15309,26-06-20 15:46,3.54E+15,kids_pets,654498,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19-06-92,b76f963d6b556d93119607fe908fa449,34.618655,-102.790914,0
15310,26-06-20 15:46,2.36E+15,shopping_pos,202500,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,15-02-81,389283de73dd782cb32bb93f9d01f9a6,39.644746,-76.696619,1
15311,26-06-20 15:46,4.59E+18,health_fitness,755190,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",8/5/2004,24d7ebcc29378a7989748bdb076c6d9b,40.198314,-87.610186,0
15312,26-06-20 15:47,6.55E+15,food_dining,1067418,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,31-08-84,b90e428a7e52b738ca24fc185b7a3f9f,27.354388,-82.163532,0
15313,26-06-20 15:47,4.30E+15,entertainment,828000,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25-05-95,2e7f6d982a25cd527995860d1fd5b615,43.51882,-85.464856,0
15314,26-06-20 15:48,3.58E+15,misc_net,521280,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17-07-89,77651b26eb6117dc723b8bcc4fd18a5b,38.151601,-94.605355,1
15315,26-06-20 15:48,2.25E+15,home,76410,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,19-08-91,38b7c724ce4c3ead0fdfad5771fcfe81,44.512814,-89.489012,0
15316,26-06-20 15:49,3.77E+14,kids_pets,157500,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27-10-74,755edefb67244831c6e2aa2d43077ef0,38.058399,-91.421633,0
15317,26-06-20 15:50,4.90E+15,home,360000,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19-10-90,15e6207e5b384c614969229cfa6519d4,42.70871,-74.425952,0
15318,26-06-20 15:52,3.86E+13,home,592560,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,23-11-90,774acbbde655e5cf80bc59466d81d465,31.052643,-103.60203,1
15319,26-06-20 15:52,3.01E+13,shopping_net,964989,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16-08-93,f560e3138b273e766b08951477adeef3,37.578122,-100.251976,0
15320,26-06-20 15:52,6.76E+11,shopping_net,270000,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,31-12-72,921eb7ffc446f49dc36443affef9b216,38.896852,-93.996164,0
15321,26-06-20 15:53,4.39E+12,home,254700,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,20-05-82,ba94474ce6c9a8ba8b68b3fd1e35ed3e,39.902214,-95.927967,0
15322,26-06-20 15:54,6.76E+11,personal_care,225000,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24-07-83,cdb9efa711beb2679fe3f4532f47b229,30.563419,-96.763886,1
15323,26-06-20 15:55,4.38E+12,home,785259,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,22-09-87,2c654b8de8ec1ace7f0ae297c8cb5ae1,39.218615,-85.978018,0
15324,26-06-20 15:55,6.01E+15,health_fitness,1252278,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",4/12/1995,2186e43ca0ad645d6fa2db7d2de4e142,46.459956,-94.048646,0
15325,26-06-20 15:55,4.91E+15,entertainment,657000,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24-07-92,e57418d4bc093ae4a73779a117d458f2,32.719219,-97.503214,0
